J93,J94,J95,J96,J97,J98,J99,J00,J01,J02,J03,J04,J05,J06,J07,J08,J10,J11,J12,J13,J14,J15,J16,J17
0.7138472945344,0.605104259390048,0.608136506875241,0.746207035953396,0.739395682842998,0.73719091112103,0.57934318977986,0.714169148098938,0.790634816249011,0.674390475673808,0.665612178252807,0.680393472515486,0.508178264006376,0.70144504101725,0.661197547641282,0.601905204975602,0.708914882106796,0,0.974630912455183,0,0.667198465350402,0.707547288570051,0.722506597817795,0.605104259390048
0.603679388631144,0.633009708224433,0.789968992347643,0.737814827101254,0.869684807524427,0.63584610275906,0.702865756386377,0.683261937298993,0.719682707808622,0.646684132147123,0.592886814654161,0.703720086924573,0.728644563082532,0.701153231945727,0.743800874796229,0.817775793124077,0.547263927532298,0,0.608344402792078,0.808576090633679,0.616867369152453,0.867474367267515,0.787785451818824,0.633009708224433
0.832756653063182,0.677902094222397,0.606411560696259,0.768764280749113,0.836263356692636,0.552419831022438,0.579086831273611,0.516080672788016,0.612560037146594,0.850314423800763,0.62954023273258,0.573635579253304,0.644826106518489,0.413387998697557,0.746752385259795,0.58059367375777,0.641643945225778,0,0.486739639007314,0.719053813258321,0.489536279683915,0.745463071393715,0.548777720597237,0.677902094222397
0.745314380230602,0.589800407180248,0.625537360867344,0.63845129871226,0.77983429556495,0.80606018513255,0.205090329212759,0.37714001174586,0.534439550531087,0.580909601597016,0.570016087065036,0.548741255119957,0.652218220264332,0.504080750162271,0.514663099537802,0.505411245949853,0.547215398616493,0,0.600085734129764,0.524668186191674,0.607458641337464,0.521031641773713,0.589823851003224,0.589800407180248
0.490412913654981,0.379901640824975,0.43880977387949,0.487664882505145,0.594141094651953,0.597468963392253,0.811591227549194,0,0,0.634135474195187,0.560266790297947,0.681538125348321,0.479041910670327,0.452169504587196,0.675825536694752,0.645032758818291,0.737545886221322,0.629954191562769,0.629771163173965,0.625553755261166,0.446951182244642,0.491258915168226,0.551328924894651,0.379901640824975
0.347045182013606,0.212547297843147,0.450897759059108,0.513457338821061,0.62857271525769,0.636235494704054,0.802378405605771,0.727734487147223,0.710051169955975,0.674838574616511,0.546094617076871,0.657033870514729,0.7869893439228,0.721549131098953,0.697578794665417,0.748905035794334,0.599636454214905,0.544298964923348,0.48275800791121,0.651403595435584,0.680643196174258,0.80171087975003,0.814579657306076,0.212547297843147
