FishID,FishTypeID,Status ,Length,SiteID,TripID,Date_start,Year,,
36700,SKR,N,270,3,21,10/14/02,2002,,
36701,SKR,N,280,3,21,10/14/02,2002,,
36702,SKR,N,212,3,21,10/14/02,2002,,
36703,SKR,N,230,3,21,10/14/02,2002,,
36704,SKR,N,196,3,21,10/14/02,2002,,
36705,SKR,N,263,3,21,10/14/02,2002,,
36706,SKR,N,185,3,21,10/14/02,2002,,
36707,SKR,N,207,3,21,10/14/02,2002,,
36708,SKR,N,245,3,21,10/14/02,2002,,
36709,SKR,N,171,3,21,10/14/02,2002,,
36710,SKR,N,264,3,21,10/14/02,2002,,
36711,SKR,N,300,3,21,10/14/02,2002,,
36712,SKR,N,245,3,21,10/14/02,2002,,
36713,SKR,N,261,3,21,10/14/02,2002,,
36714,SKR,N,260,3,21,10/14/02,2002,,
36715,SKR,N,218,3,21,10/14/02,2002,,
36716,SKR,N,218,3,21,10/14/02,2002,,
36717,SKR,N,178,3,21,10/14/02,2002,,
36718,SKR,N,164,3,21,10/14/02,2002,,
36719,SKR,N,229,3,21,10/14/02,2002,,
36720,SKR,N,189,3,21,10/14/02,2002,,
36721,SKR,N,170,3,21,10/14/02,2002,,
36722,SKR,N,225,3,21,10/14/02,2002,,
36723,SKR,N,190,3,21,10/14/02,2002,,
36724,SKR,N,144,3,21,10/14/02,2002,,
36725,SKR,N,146,3,21,10/14/02,2002,,
36726,SKR,N,139,3,21,10/14/02,2002,,
36727,SKR,N,158,3,21,10/14/02,2002,,
36728,SKR,N,167,3,21,10/14/02,2002,,
36729,SKR,N,106,3,21,10/14/02,2002,,
36730,SKR,N,165,3,21,10/14/02,2002,,
36731,SKR,N,148,3,21,10/14/02,2002,,
36732,SKR,N,156,3,21,10/14/02,2002,,
36733,SKR,N,117,3,21,10/14/02,2002,,
36734,SKR,N,142,3,21,10/14/02,2002,,
36735,SKR,N,138,3,21,10/14/02,2002,,
36736,SKR,N,137,3,21,10/14/02,2002,,
36737,SKR,N,79,3,21,10/14/02,2002,,
36738,SKR,N,73,3,21,10/14/02,2002,,
36739,SKR,N,75,3,21,10/14/02,2002,,
36740,SKR,N,73,3,21,10/14/02,2002,,
36741,SKR,N,145,3,21,10/14/02,2002,,
36742,SKR,N,158,3,21,10/14/02,2002,,
36743,SKR,N,176,3,21,10/14/02,2002,,
36744,SKR,N,148,3,21,10/14/02,2002,,
36745,SKR,N,155,3,21,10/14/02,2002,,
36746,SKR,N,97,3,21,10/14/02,2002,,
36747,SKR,N,87,3,21,10/14/02,2002,,
36748,SKR,N,130,3,21,10/14/02,2002,,
36749,SKR,N,87,3,21,10/14/02,2002,,
36750,SKR,N,95,3,21,10/14/02,2002,,
36751,SKR,N,96,3,21,10/14/02,2002,,
36752,SKR,N,105,3,21,10/14/02,2002,,
36753,SKR,N,96,3,21,10/14/02,2002,,
36754,SKR,N,92,3,21,10/14/02,2002,,
36755,SKR,N,65,3,21,10/14/02,2002,,
36756,SKR,N,78,3,21,10/14/02,2002,,
36757,SKR,N,88,3,21,10/14/02,2002,,
36758,SKR,N,49,3,21,10/14/02,2002,,
36759,SKR,N,50,3,21,10/14/02,2002,,
36760,SKR,N,52,3,21,10/14/02,2002,,
36761,SKR,N,52,3,21,10/14/02,2002,,
36762,SKR,N,58,3,21,10/14/02,2002,,
36763,SKR,N,74,3,21,10/14/02,2002,,
36764,SKR,N,79,3,21,10/14/02,2002,,
36765,SKR,N,93,3,21,10/14/02,2002,,
36766,SKR,N,66,3,21,10/14/02,2002,,
36767,SKR,N,75,3,21,10/14/02,2002,,
36768,SKR,N,73,3,21,10/14/02,2002,,
36769,SKR,N,68,3,21,10/14/02,2002,,
36770,SKR,N,63,3,21,10/14/02,2002,,
36771,SKR,N,63,3,21,10/14/02,2002,,
36772,SKR,N,72,3,21,10/14/02,2002,,
36773,SKR,N,144,3,21,10/14/02,2002,,
36774,SKR,N,63,3,21,10/14/02,2002,,
36775,SKR,N,100,3,21,10/14/02,2002,,
36776,SKR,N,92,3,21,10/14/02,2002,,
36777,SKR,N,115,3,21,10/14/02,2002,,
36778,SKR,N,125,3,21,10/14/02,2002,,
36779,SKR,N,180,3,21,10/14/02,2002,,
36780,SKR,N,155,3,21,10/14/02,2002,,
36781,SKR,N,166,3,21,10/14/02,2002,,
36782,SKR,N,128,3,21,10/14/02,2002,,
36783,SKR,N,168,3,21,10/14/02,2002,,
36784,SKR,N,80,3,21,10/14/02,2002,,
36785,SKR,N,78,3,21,10/14/02,2002,,
36786,SKR,N,100,3,21,10/14/02,2002,,
36787,SKR,N,83,3,21,10/14/02,2002,,
36788,SKR,N,114,3,21,10/14/02,2002,,
36789,SKR,N,95,3,21,10/14/02,2002,,
36790,SKR,N,82,3,21,10/14/02,2002,,
36791,SKR,N,142,3,21,10/14/02,2002,,
36792,SKR,N,88,3,21,10/14/02,2002,,
36793,SKR,N,93,3,21,10/14/02,2002,,
36794,SKR,N,61,3,21,10/14/02,2002,,
36795,SKR,N,84,3,21,10/14/02,2002,,
36796,SKR,N,140,3,21,10/14/02,2002,,
36797,SKR,N,142,3,21,10/14/02,2002,,
36798,SKR,N,77,3,21,10/14/02,2002,,
36799,SKR,N,82,3,21,10/14/02,2002,,
36800,SKR,N,115,3,21,10/14/02,2002,,
36801,SKR,N,81,3,21,10/14/02,2002,,
36802,SKR,N,91,3,21,10/14/02,2002,,
36803,SKR,N,64,3,21,10/14/02,2002,,
36804,SKR,N,73,3,21,10/14/02,2002,,
36805,SKR,N,82,3,21,10/14/02,2002,,
36806,SKR,N,74,3,21,10/14/02,2002,,
36807,SKR,N,63,3,21,10/14/02,2002,,
36808,SKR,N,83,3,21,10/14/02,2002,,
36809,SKR,N,63,3,21,10/14/02,2002,,
36810,SKR,N,61,3,21,10/14/02,2002,,
36811,SKR,N,84,3,21,10/14/02,2002,,
36812,SKR,N,66,3,21,10/14/02,2002,,
36813,SKR,N,68,3,21,10/14/02,2002,,
36814,SKR,N,83,3,21,10/14/02,2002,,
36815,SKR,N,99,3,21,10/14/02,2002,,
36816,SKR,N,55,3,21,10/14/02,2002,,
36817,SKR,N,81,3,21,10/14/02,2002,,
36818,SKR,N,73,3,21,10/14/02,2002,,
36819,SKR,N,92,3,21,10/14/02,2002,,
36820,SKR,N,71,3,21,10/14/02,2002,,
36821,SKR,N,91,3,21,10/14/02,2002,,
36822,SKR,N,92,3,21,10/14/02,2002,,
36823,SKR,N,68,3,21,10/14/02,2002,,
36824,SKR,N,93,3,21,10/14/02,2002,,
36825,SKR,N,107,3,21,10/14/02,2002,,
36826,SKR,N,112,3,21,10/14/02,2002,,
36827,SKR,N,84,3,21,10/14/02,2002,,
36828,SKR,N,78,3,21,10/14/02,2002,,
36829,SKR,N,81,3,21,10/14/02,2002,,
36830,SKR,N,76,3,21,10/14/02,2002,,
36831,SKR,N,73,3,21,10/14/02,2002,,
36832,SKR,N,56,3,21,10/14/02,2002,,
36833,SKR,N,81,3,21,10/14/02,2002,,
36834,SKR,N,84,3,21,10/14/02,2002,,
36835,SKR,N,90,3,21,10/14/02,2002,,
36836,SKR,N,63,3,21,10/14/02,2002,,
36837,SKR,N,88,3,21,10/14/02,2002,,
36838,SKR,N,90,3,21,10/14/02,2002,,
36839,SKR,N,56,3,21,10/14/02,2002,,
36840,SKR,N,80,3,21,10/14/02,2002,,
36841,SKR,N,66,3,21,10/14/02,2002,,
36842,SKR,N,78,3,21,10/14/02,2002,,
36843,SKR,N,80,3,21,10/14/02,2002,,
36844,SKR,N,72,3,21,10/14/02,2002,,
36845,SKR,N,78,3,21,10/14/02,2002,,
36846,SKR,N,67,3,21,10/14/02,2002,,
36847,SKR,N,65,3,21,10/14/02,2002,,
36848,SKR,N,49,3,21,10/14/02,2002,,
36849,SKR,N,75,3,21,10/14/02,2002,,
36850,SKR,N,84,3,21,10/14/02,2002,,
36851,SKR,N,78,3,21,10/14/02,2002,,
36852,SKR,N,58,3,21,10/14/02,2002,,
36853,SKR,N,66,3,21,10/14/02,2002,,
36854,SKR,N,71,3,21,10/14/02,2002,,
36855,SKR,N,93,3,21,10/14/02,2002,,
36856,SKR,N,61,3,21,10/14/02,2002,,
36857,SKR,N,74,3,21,10/14/02,2002,,
36858,SKR,N,78,3,21,10/14/02,2002,,
36859,SKR,N,77,3,21,10/14/02,2002,,
36860,SKR,N,60,3,21,10/14/02,2002,,
36861,SKR,N,178,3,21,10/14/02,2002,,
37260,SKR,N,173,5,21,10/14/02,2002,,
37261,SKR,N,342,5,21,10/14/02,2002,,
37262,SKR,N,397,5,21,10/14/02,2002,,
37263,SKR,N,364,5,21,10/14/02,2002,,
37264,SKR,N,348,5,21,10/14/02,2002,,
37265,SKR,N,368,5,21,10/14/02,2002,,
37266,SKR,N,292,5,21,10/14/02,2002,,
37645,SKR,N,108,6,21,10/14/02,2002,,
37646,SKR,N,167,6,21,10/14/02,2002,,
37647,SKR,N,135,6,21,10/14/02,2002,,
37648,SKR,N,208,6,21,10/14/02,2002,,
37649,SKR,N,200,6,21,10/14/02,2002,,
37650,SKR,N,173,6,21,10/14/02,2002,,
37651,SKR,N,163,6,21,10/14/02,2002,,
37652,SKR,N,212,6,21,10/14/02,2002,,
37653,SKR,N,168,6,21,10/14/02,2002,,
37654,SKR,N,144,6,21,10/14/02,2002,,
45194,SKR,N,69,1,24,10/13/03,2003,,
45195,SKR,N,58,1,24,10/13/03,2003,,
45196,SKR,N,66,1,24,10/13/03,2003,,
45197,SKR,N,85,1,24,10/13/03,2003,,
45198,SKR,N,72,1,24,10/13/03,2003,,
45199,SKR,N,91,1,24,10/13/03,2003,,
45200,SKR,N,76,1,24,10/13/03,2003,,
45201,SKR,N,61,1,24,10/13/03,2003,,
45202,SKR,N,67,1,24,10/13/03,2003,,
45203,SKR,N,69,1,24,10/13/03,2003,,
45204,SKR,N,64,1,24,10/13/03,2003,,
45205,SKR,N,83,1,24,10/13/03,2003,,
45206,SKR,N,72,1,24,10/13/03,2003,,
45207,SKR,N,42,1,24,10/13/03,2003,,
45208,SKR,N,57,1,24,10/13/03,2003,,
45209,SKR,N,81,1,24,10/13/03,2003,,
45210,SKR,N,86,1,24,10/13/03,2003,,
45211,SKR,N,94,1,24,10/13/03,2003,,
45212,SKR,N,51,1,24,10/13/03,2003,,
45213,SKR,N,49,1,24,10/13/03,2003,,
45214,SKR,N,40,1,24,10/13/03,2003,,
45215,SKR,N,49,1,24,10/13/03,2003,,
45216,SKR,N,54,1,24,10/13/03,2003,,
45217,SKR,N,69,1,24,10/13/03,2003,,
45218,SKR,N,47,1,24,10/13/03,2003,,
45219,SKR,N,70,1,24,10/13/03,2003,,
45220,SKR,N,66,1,24,10/13/03,2003,,
45221,SKR,N,81,1,24,10/13/03,2003,,
45222,SKR,N,69,1,24,10/13/03,2003,,
45223,SKR,N,72,1,24,10/13/03,2003,,
45224,SKR,N,207,1,24,10/13/03,2003,,
45225,SKR,N,51,1,24,10/13/03,2003,,
45226,SKR,N,70,1,24,10/13/03,2003,,
45227,SKR,N,51,1,24,10/13/03,2003,,
45228,SKR,N,63,1,24,10/13/03,2003,,
45229,SKR,N,52,1,24,10/13/03,2003,,
45230,SKR,N,48,1,24,10/13/03,2003,,
45231,SKR,N,47,1,24,10/13/03,2003,,
45232,SKR,N,71,1,24,10/13/03,2003,,
45233,SKR,N,61,1,24,10/13/03,2003,,
45234,SKR,N,137,1,24,10/13/03,2003,,
45235,SKR,N,61,1,24,10/13/03,2003,,
45236,SKR,N,64,1,24,10/13/03,2003,,
45237,SKR,N,52,1,24,10/13/03,2003,,
45285,SKR,N,59,1,24,10/13/03,2003,,
45286,SKR,N,67,1,24,10/13/03,2003,,
45287,SKR,N,48,1,24,10/13/03,2003,,
45288,SKR,N,64,1,24,10/13/03,2003,,
45289,SKR,N,43,1,24,10/13/03,2003,,
45290,SKR,N,42,1,24,10/13/03,2003,,
45291,SKR,N,53,1,24,10/13/03,2003,,
45292,SKR,N,68,1,24,10/13/03,2003,,
45293,SKR,N,84,1,24,10/13/03,2003,,
45294,SKR,N,66,1,24,10/13/03,2003,,
45295,SKR,N,76,1,24,10/13/03,2003,,
45296,SKR,N,43,1,24,10/13/03,2003,,
45297,SKR,N,41,1,24,10/13/03,2003,,
45298,SKR,N,40,1,24,10/13/03,2003,,
45299,SKR,N,51,1,24,10/13/03,2003,,
45300,SKR,N,51,1,24,10/13/03,2003,,
45301,SKR,N,92,1,24,10/13/03,2003,,
45302,SKR,N,65,1,24,10/13/03,2003,,
45303,SKR,N,79,1,24,10/13/03,2003,,
45304,SKR,N,60,1,24,10/13/03,2003,,
45305,SKR,N,42,1,24,10/13/03,2003,,
45306,SKR,N,55,1,24,10/13/03,2003,,
45307,SKR,N,57,1,24,10/13/03,2003,,
45308,SKR,N,54,1,24,10/13/03,2003,,
45309,SKR,N,59,1,24,10/13/03,2003,,
45310,SKR,N,46,1,24,10/13/03,2003,,
45311,SKR,N,277,1,24,10/13/03,2003,,
45312,SKR,N,260,1,24,10/13/03,2003,,
45313,SKR,N,324,1,24,10/13/03,2003,,
45314,SKR,N,77,1,24,10/13/03,2003,,
45315,SKR,N,70,1,24,10/13/03,2003,,
45316,SKR,N,92,1,24,10/13/03,2003,,
45317,SKR,N,59,1,24,10/13/03,2003,,
45318,SKR,N,63,1,24,10/13/03,2003,,
45319,SKR,N,56,1,24,10/13/03,2003,,
45320,SKR,N,53,1,24,10/13/03,2003,,
45321,SKR,N,44,1,24,10/13/03,2003,,
45322,SKR,N,86,1,24,10/13/03,2003,,
45323,SKR,N,51,1,24,10/13/03,2003,,
45324,SKR,N,47,1,24,10/13/03,2003,,
45416,SKR,N,72,1,24,10/13/03,2003,,
45417,SKR,N,84,1,24,10/13/03,2003,,
45418,SKR,N,59,1,24,10/13/03,2003,,
45419,SKR,N,48,1,24,10/13/03,2003,,
45420,SKR,N,62,1,24,10/13/03,2003,,
45421,SKR,N,44,1,24,10/13/03,2003,,
44121,SKR,N,342,3,24,10/13/03,2003,,
44122,SKR,N,328,3,24,10/13/03,2003,,
44123,SKR,N,285,3,24,10/13/03,2003,,
44124,SKR,N,294,3,24,10/13/03,2003,,
44125,SKR,N,72,3,24,10/13/03,2003,,
44126,SKR,N,72,3,24,10/13/03,2003,,
44127,SKR,N,285,3,24,10/13/03,2003,,
44128,SKR,N,206,3,24,10/13/03,2003,,
44129,SKR,N,197,3,24,10/13/03,2003,,
44219,SKR,N,262,3,24,10/13/03,2003,,
44220,SKR,N,230,3,24,10/13/03,2003,,
44221,SKR,N,153,3,24,10/13/03,2003,,
44222,SKR,N,86,3,24,10/13/03,2003,,
44372,SKR,N,102,3,24,10/13/03,2003,,
44373,SKR,N,97,3,24,10/13/03,2003,,
44374,SKR,N,65,3,24,10/13/03,2003,,
44375,SKR,N,81,3,24,10/13/03,2003,,
44376,SKR,N,80,3,24,10/13/03,2003,,
44377,SKR,N,86,3,24,10/13/03,2003,,
44378,SKR,N,98,3,24,10/13/03,2003,,
44379,SKR,N,103,3,24,10/13/03,2003,,
44380,SKR,N,68,3,24,10/13/03,2003,,
44381,SKR,N,90,3,24,10/13/03,2003,,
44382,SKR,N,138,3,24,10/13/03,2003,,
44383,SKR,N,81,3,24,10/13/03,2003,,
44384,SKR,N,108,3,24,10/13/03,2003,,
44385,SKR,N,108,3,24,10/13/03,2003,,
44386,SKR,N,75,3,24,10/13/03,2003,,
44422,SKR,N,101,3,24,10/13/03,2003,,
44423,SKR,N,85,3,24,10/13/03,2003,,
44424,SKR,N,108,3,24,10/13/03,2003,,
44425,SKR,N,85,3,24,10/13/03,2003,,
44426,SKR,N,80,3,24,10/13/03,2003,,
44427,SKR,N,140,3,24,10/13/03,2003,,
44428,SKR,N,107,3,24,10/13/03,2003,,
44429,SKR,N,79,3,24,10/13/03,2003,,
44430,SKR,N,80,3,24,10/13/03,2003,,
44431,SKR,N,89,3,24,10/13/03,2003,,
44432,SKR,N,105,3,24,10/13/03,2003,,
44433,SKR,N,88,3,24,10/13/03,2003,,
44434,SKR,N,77,3,24,10/13/03,2003,,
44435,SKR,N,89,3,24,10/13/03,2003,,
44436,SKR,N,91,3,24,10/13/03,2003,,
44475,SKR,N,86,3,24,10/13/03,2003,,
44476,SKR,N,68,3,24,10/13/03,2003,,
44477,SKR,N,72,3,24,10/13/03,2003,,
44478,SKR,N,121,3,24,10/13/03,2003,,
44479,SKR,N,86,3,24,10/13/03,2003,,
44480,SKR,N,67,3,24,10/13/03,2003,,
44481,SKR,N,56,3,24,10/13/03,2003,,
44482,SKR,N,75,3,24,10/13/03,2003,,
44483,SKR,N,66,3,24,10/13/03,2003,,
44484,SKR,N,86,3,24,10/13/03,2003,,
43759,SKR,N,118,5,24,10/13/03,2003,,
43760,SKR,N,96,5,24,10/13/03,2003,,
43724,SKR,N,114,6,24,10/13/03,2003,,
43725,SKR,N,115,6,24,10/13/03,2003,,
42108,SKR,N,379,9,24,10/13/03,2003,,
42109,SKR,N,421,9,24,10/13/03,2003,,
42110,SKR,N,483,9,24,10/13/03,2003,,
42111,SKR,N,422,9,24,10/13/03,2003,,
42112,SKR,N,360,9,24,10/13/03,2003,,
42223,SKR,N,442,9,24,10/13/03,2003,,
42224,SKR,N,386,9,24,10/13/03,2003,,
42225,SKR,N,369,9,24,10/13/03,2003,,
42226,SKR,N,350,9,24,10/13/03,2003,,
42227,SKR,N,381,9,24,10/13/03,2003,,
42228,SKR,N,375,9,24,10/13/03,2003,,
42229,SKR,N,280,9,24,10/13/03,2003,,
43429,SKR,N,376,10,24,10/13/03,2003,,
49449,SKR,N,359,1,28,10/18/04,2004,,
49450,SKR,N,501,1,28,10/18/04,2004,,
49451,SKR,N,387,1,28,10/18/04,2004,,
49452,SKR,N,98,1,28,10/18/04,2004,,
49453,SKR,N,465,1,28,10/18/04,2004,,
49454,SKR,N,492,1,28,10/18/04,2004,,
49455,SKR,N,431,1,28,10/18/04,2004,,
49456,SKR,N,86,1,28,10/18/04,2004,,
49457,SKR,N,326,1,28,10/18/04,2004,,
49458,SKR,N,359,1,28,10/18/04,2004,,
49459,SKR,N,77,1,28,10/18/04,2004,,
49460,SKR,N,508,1,28,10/18/04,2004,,
49461,SKR,N,455,1,28,10/18/04,2004,,
49462,SKR,N,397,1,28,10/18/04,2004,,
49463,SKR,N,385,1,28,10/18/04,2004,,
49464,SKR,N,239,1,28,10/18/04,2004,,
49465,SKR,N,348,1,28,10/18/04,2004,,
49466,SKR,N,358,1,28,10/18/04,2004,,
49467,SKR,N,364,1,28,10/18/04,2004,,
49468,SKR,N,365,1,28,10/18/04,2004,,
49469,SKR,N,366,1,28,10/18/04,2004,,
49470,SKR,N,366,1,28,10/18/04,2004,,
49471,SKR,N,353,1,28,10/18/04,2004,,
49472,SKR,N,412,1,28,10/18/04,2004,,
49473,SKR,N,335,1,28,10/18/04,2004,,
49474,SKR,N,382,1,28,10/18/04,2004,,
49475,SKR,N,347,1,28,10/18/04,2004,,
49476,SKR,N,462,1,28,10/18/04,2004,,
49477,SKR,N,67,1,28,10/18/04,2004,,
49478,SKR,N,377,1,28,10/18/04,2004,,
49479,SKR,N,448,1,28,10/18/04,2004,,
49480,SKR,N,484,1,28,10/18/04,2004,,
49481,SKR,N,110,1,28,10/18/04,2004,,
49482,SKR,N,80,1,28,10/18/04,2004,,
49483,SKR,N,77,1,28,10/18/04,2004,,
49528,SKR,N,59,1,28,10/18/04,2004,,
49529,SKR,N,58,1,28,10/18/04,2004,,
49530,SKR,N,358,1,28,10/18/04,2004,,
49531,SKR,N,410,1,28,10/18/04,2004,,
49532,SKR,N,346,1,28,10/18/04,2004,,
49533,SKR,N,371,1,28,10/18/04,2004,,
49534,SKR,N,402,1,28,10/18/04,2004,,
49535,SKR,N,335,1,28,10/18/04,2004,,
49536,SKR,N,355,1,28,10/18/04,2004,,
49537,SKR,N,360,1,28,10/18/04,2004,,
49538,SKR,N,336,1,28,10/18/04,2004,,
49539,SKR,N,309,1,28,10/18/04,2004,,
49540,SKR,N,84,1,28,10/18/04,2004,,
49541,SKR,N,73,1,28,10/18/04,2004,,
49542,SKR,N,52,1,28,10/18/04,2004,,
49543,SKR,N,74,1,28,10/18/04,2004,,
49544,SKR,N,224,1,28,10/18/04,2004,,
49545,SKR,N,270,1,28,10/18/04,2004,,
49546,SKR,N,94,1,28,10/18/04,2004,,
49547,SKR,N,160,1,28,10/18/04,2004,,
49548,SKR,N,83,1,28,10/18/04,2004,,
49549,SKR,N,90,1,28,10/18/04,2004,,
49550,SKR,N,74,1,28,10/18/04,2004,,
49551,SKR,N,65,1,28,10/18/04,2004,,
49552,SKR,N,64,1,28,10/18/04,2004,,
49553,SKR,N,257,1,28,10/18/04,2004,,
49554,SKR,N,60,1,28,10/18/04,2004,,
49555,SKR,N,62,1,28,10/18/04,2004,,
49556,SKR,N,64,1,28,10/18/04,2004,,
49557,SKR,N,58,1,28,10/18/04,2004,,
49558,SKR,N,70,1,28,10/18/04,2004,,
49559,SKR,N,75,1,28,10/18/04,2004,,
49560,SKR,N,72,1,28,10/18/04,2004,,
49561,SKR,N,102,1,28,10/18/04,2004,,
49562,SKR,N,90,1,28,10/18/04,2004,,
49563,SKR,N,66,1,28,10/18/04,2004,,
49564,SKR,N,73,1,28,10/18/04,2004,,
49565,SKR,N,247,1,28,10/18/04,2004,,
49597,SKR,N,125,1,28,10/18/04,2004,,
49598,SKR,N,63,1,28,10/18/04,2004,,
49599,SKR,N,90,1,28,10/18/04,2004,,
49600,SKR,N,118,1,28,10/18/04,2004,,
49601,SKR,N,100,1,28,10/18/04,2004,,
49602,SKR,N,113,1,28,10/18/04,2004,,
49603,SKR,N,133,1,28,10/18/04,2004,,
49604,SKR,N,101,1,28,10/18/04,2004,,
49605,SKR,N,68,1,28,10/18/04,2004,,
49606,SKR,N,67,1,28,10/18/04,2004,,
49607,SKR,N,62,1,28,10/18/04,2004,,
49608,SKR,N,69,1,28,10/18/04,2004,,
49609,SKR,N,74,1,28,10/18/04,2004,,
49610,SKR,N,64,1,28,10/18/04,2004,,
49611,SKR,N,63,1,28,10/18/04,2004,,
49612,SKR,N,65,1,28,10/18/04,2004,,
49613,SKR,N,59,1,28,10/18/04,2004,,
49614,SKR,N,69,1,28,10/18/04,2004,,
49615,SKR,N,50,1,28,10/18/04,2004,,
49616,SKR,N,356,1,28,10/18/04,2004,,
49617,SKR,N,87,1,28,10/18/04,2004,,
49618,SKR,N,65,1,28,10/18/04,2004,,
49619,SKR,N,94,1,28,10/18/04,2004,,
49620,SKR,N,73,1,28,10/18/04,2004,,
49621,SKR,N,63,1,28,10/18/04,2004,,
49622,SKR,N,110,1,28,10/18/04,2004,,
49623,SKR,N,91,1,28,10/18/04,2004,,
49624,SKR,N,74,1,28,10/18/04,2004,,
49625,SKR,N,76,1,28,10/18/04,2004,,
49626,SKR,N,61,1,28,10/18/04,2004,,
49648,SKR,N,77,1,28,10/18/04,2004,,
49649,SKR,N,84,1,28,10/18/04,2004,,
49650,SKR,N,61,1,28,10/18/04,2004,,
49651,SKR,N,116,1,28,10/18/04,2004,,
49652,SKR,N,80,1,28,10/18/04,2004,,
49653,SKR,N,70,1,28,10/18/04,2004,,
49654,SKR,N,63,1,28,10/18/04,2004,,
49655,SKR,N,83,1,28,10/18/04,2004,,
49656,SKR,N,62,1,28,10/18/04,2004,,
49657,SKR,N,72,1,28,10/18/04,2004,,
49658,SKR,N,58,1,28,10/18/04,2004,,
49659,SKR,N,80,1,28,10/18/04,2004,,
49660,SKR,N,326,1,28,10/18/04,2004,,
49661,SKR,N,346,1,28,10/18/04,2004,,
49662,SKR,N,339,1,28,10/18/04,2004,,
49663,SKR,N,322,1,28,10/18/04,2004,,
49664,SKR,N,300,1,28,10/18/04,2004,,
49665,SKR,N,61,1,28,10/18/04,2004,,
49666,SKR,N,70,1,28,10/18/04,2004,,
49667,SKR,N,90,1,28,10/18/04,2004,,
49668,SKR,N,75,1,28,10/18/04,2004,,
49669,SKR,N,79,1,28,10/18/04,2004,,
49670,SKR,N,64,1,28,10/18/04,2004,,
49671,SKR,N,69,1,28,10/18/04,2004,,
49672,SKR,N,119,1,28,10/18/04,2004,,
49673,SKR,N,100,1,28,10/18/04,2004,,
49674,SKR,N,85,1,28,10/18/04,2004,,
49700,SKR,N,65,1,28,10/18/04,2004,,
49701,SKR,N,61,1,28,10/18/04,2004,,
49702,SKR,N,51,1,28,10/18/04,2004,,
49703,SKR,N,68,1,28,10/18/04,2004,,
49704,SKR,N,62,1,28,10/18/04,2004,,
49705,SKR,N,64,1,28,10/18/04,2004,,
49706,SKR,N,62,1,28,10/18/04,2004,,
49707,SKR,N,60,1,28,10/18/04,2004,,
49708,SKR,N,51,1,28,10/18/04,2004,,
49709,SKR,N,80,1,28,10/18/04,2004,,
49710,SKR,N,243,1,28,10/18/04,2004,,
49711,SKR,N,75,1,28,10/18/04,2004,,
49712,SKR,N,147,1,28,10/18/04,2004,,
49713,SKR,N,65,1,28,10/18/04,2004,,
49714,SKR,N,65,1,28,10/18/04,2004,,
49715,SKR,N,68,1,28,10/18/04,2004,,
49716,SKR,N,62,1,28,10/18/04,2004,,
49717,SKR,N,69,1,28,10/18/04,2004,,
49718,SKR,N,61,1,28,10/18/04,2004,,
49719,SKR,N,65,1,28,10/18/04,2004,,
49720,SKR,N,54,1,28,10/18/04,2004,,
49721,SKR,N,63,1,28,10/18/04,2004,,
49722,SKR,N,66,1,28,10/18/04,2004,,
48868,SKR,N,81,3,28,10/18/04,2004,,
48869,SKR,N,53,3,28,10/18/04,2004,,
48870,SKR,N,350,3,28,10/18/04,2004,,
48871,SKR,N,186,3,28,10/18/04,2004,,
48872,SKR,N,64,3,28,10/18/04,2004,,
48873,SKR,N,46,3,28,10/18/04,2004,,
48874,SKR,N,302,3,28,10/18/04,2004,,
48875,SKR,N,289,3,28,10/18/04,2004,,
48876,SKR,N,331,3,28,10/18/04,2004,,
48877,SKR,N,52,3,28,10/18/04,2004,,
48878,SKR,N,77,3,28,10/18/04,2004,,
48879,SKR,N,176,3,28,10/18/04,2004,,
48880,SKR,N,71,3,28,10/18/04,2004,,
48881,SKR,N,69,3,28,10/18/04,2004,,
48882,SKR,N,334,3,28,10/18/04,2004,,
48883,SKR,N,74,3,28,10/18/04,2004,,
48884,SKR,N,260,3,28,10/18/04,2004,,
48885,SKR,N,259,3,28,10/18/04,2004,,
48886,SKR,N,217,3,28,10/18/04,2004,,
48887,SKR,N,332,3,28,10/18/04,2004,,
48888,SKR,N,210,3,28,10/18/04,2004,,
48889,SKR,N,394,3,28,10/18/04,2004,,
48890,SKR,N,63,3,28,10/18/04,2004,,
48891,SKR,N,96,3,28,10/18/04,2004,,
48892,SKR,N,81,3,28,10/18/04,2004,,
48935,SKR,N,70,3,28,10/18/04,2004,,
48936,SKR,N,69,3,28,10/18/04,2004,,
48937,SKR,N,54,3,28,10/18/04,2004,,
48938,SKR,N,71,3,28,10/18/04,2004,,
48939,SKR,N,68,3,28,10/18/04,2004,,
48940,SKR,N,66,3,28,10/18/04,2004,,
48941,SKR,N,65,3,28,10/18/04,2004,,
48942,SKR,N,61,3,28,10/18/04,2004,,
48943,SKR,N,49,3,28,10/18/04,2004,,
48944,SKR,N,45,3,28,10/18/04,2004,,
48945,SKR,N,55,3,28,10/18/04,2004,,
48946,SKR,N,65,3,28,10/18/04,2004,,
48947,SKR,N,67,3,28,10/18/04,2004,,
48948,SKR,N,78,3,28,10/18/04,2004,,
48949,SKR,N,60,3,28,10/18/04,2004,,
48950,SKR,N,68,3,28,10/18/04,2004,,
48951,SKR,N,78,3,28,10/18/04,2004,,
48952,SKR,N,74,3,28,10/18/04,2004,,
48953,SKR,N,340,3,28,10/18/04,2004,,
48954,SKR,N,286,3,28,10/18/04,2004,,
